eventId,beeKeeperID,siteNo,hiveNo,eventY,eventM,eventD,eventType,inoutType,inoutQuantity,inoutUnit,inoutUnit_desc,clinicalSigns,eventDescription
CM1714,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,4,7,INPUT,Sucrose,0.81,G167A,Kilogram,No clinical signs,apifonda
CM628,89D81AA2C010D67185C9217788CBCCF6,5,2,2019,5,22,OUTPUT,Super + 10 frames,10.3,G167A,Kilogram,No clinical signs,Remove upper nest
CM1718,5BC8557A401F84B44F1BF03B71F3CF7C,1,8,2020,4,7,INPUT,Sucrose,0.81,G167A,Kilogram,No clinical signs,apifonda
CM349,89D81AA2C010D67185C9217788CBCCF6,6,8,2019,5,1,INPUT,Super + 10 frames,10,G167A,Kilogram,No clinical signs,Upper nest with laminated wax
CM1727,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,4,9,INPUT,Sucrose,0.81,G167A,Kilogram,No clinical signs,apifonda
CM143,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,8,2019,7,17,CLINICAL SIGNS,,,,.,Slumped larvae,
CM1731,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,4,9,INPUT,Sucrose,0.81,G167A,Kilogram,No clinical signs,apifonda
CM105,89D81AA2C010D67185C9217788CBCCF6,6,5,2019,3,27,INPUT,Super + 10 frames,11,G167A,Kilogram,No clinical signs,Upper nest with laminated wax
CM1207,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,9,23,INPUT,Sucrose,0.3,G167A,Kilogram,No clinical signs,apifonda together with queen shift
CM1533,89D81AA2C010D67185C9217788CBCCF6,5,5,2020,10,21,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM1702,5BC8557A401F84B44F1BF03B71F3CF7C,1,8,2020,9,23,INPUT,Sucrose,0.3,G167A,Kilogram,No clinical signs,apifonda together with queen shift
CM266,89D81AA2C010D67185C9217788CBCCF6,5,4,2019,9,13,INPUT,Thymol,1,G133A,Piece,No clinical signs,Apply Apiguard- treatment tray
CM1658,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,6,18,INPUT,Foundation comb,0.48,G167A,Kilogram,No clinical signs,foundation comb no 31-1 ad 32-1 added
CM149,EAC7A9C9E5F667F3D1071B4DFBA72CF8,3,2,2019,7,30,CLINICAL SIGNS,,,,.,Slumped larvae,
CM657,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2019,7,11,INPUT,Queen excluder,1,G167A,Kilogram,No clinical signs,
CM274,89D81AA2C010D67185C9217788CBCCF6,5,3,2019,9,27,INPUT,Thymol,1,G133A,Piece,No clinical signs,Apply Apiguard- treatment tray
CM1686,5BC8557A401F84B44F1BF03B71F3CF7C,1,8,2020,5,13,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,new super and 10vframes added
CM392,89D81AA2C010D67185C9217788CBCCF6,6,6,2019,6,16,QUEEN LOSS,,,,.,No clinical signs,Queen killed or harmed during inspection
CM752,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2019,7,30,INPUT,Queen excluder,1,G167A,Kilogram,No clinical signs,queen excluder added
CM322,89D81AA2C010D67185C9217788CBCCF6,5,7,2019,9,13,INPUT,Thymol,1,G133A,Piece,No clinical signs,Apply Apiguard- treatment tray
CM179,5BC8557A401F84B44F1BF03B71F3CF7C,2,6,2019,8,28,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM153,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,3,2019,8,30,CLINICAL SIGNS,,,,.,Black shiny honey bees,
CM183,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2019,8,21,INPUT,Sucrose,2.5,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM329,89D81AA2C010D67185C9217788CBCCF6,5,6,2019,9,27,INPUT,Thymol,1,G133A,Piece,No clinical signs,Apply Apiguard- treatment tray
CM216,5BC8557A401F84B44F1BF03B71F3CF7C,2,8,2019,9,18,INPUT,Sucrose,2,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM592,89D81AA2C010D67185C9217788CBCCF6,6,6,2019,7,9,OUTPUT,Honey,31.1,G167A,Kilogram,No clinical signs,Honey suppers removed for honey collection
CM238,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2019,8,16,INPUT,Sucrose,6.25,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM335,89D81AA2C010D67185C9217788CBCCF6,5,7,2019,9,27,INPUT,Thymol,1,G133A,Piece,No clinical signs,Apply Apiguard- treatment tray
CM290,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2019,8,28,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM159,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,4,2019,8,30,CLINICAL SIGNS,,,,.,Black shiny honey bees,
CM428,5BC8557A401F84B44F1BF03B71F3CF7C,1,8,2019,8,19,INPUT,Sucrose,6.25,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM426,89D81AA2C010D67185C9217788CBCCF6,6,5,2019,9,11,INPUT,Thymol,1,G133A,Piece,No clinical signs,Apply Apiguard- treatment tray
CM443,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2019,9,23,INPUT,Sucrose,2,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM1560,89D81AA2C010D67185C9217788CBCCF6,5,4,2020,5,29,QUEEN LOSS,,,,.,No clinical signs,Queen killed or harmed during inspection
CM531,5BC8557A401F84B44F1BF03B71F3CF7C,2,8,2019,8,16,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM474,89D81AA2C010D67185C9217788CBCCF6,6,9,2019,9,11,INPUT,Thymol,1,G133A,Piece,No clinical signs,Apply Apiguard- treatment tray
CM555,5BC8557A401F84B44F1BF03B71F3CF7C,1,2,2019,9,9,INPUT,Sucrose,3,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM165,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,2,2019,9,25,CLINICAL SIGNS,,,,.,Black shiny honey bees,
CM560,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2019,9,23,INPUT,Sucrose,4,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM481,89D81AA2C010D67185C9217788CBCCF6,6,4,2019,9,26,INPUT,Thymol,1,G133A,Piece,No clinical signs,Apply Apiguard- treatment tray
CM737,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2019,8,19,INPUT,Sucrose,6.25,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM1058,89D81AA2C010D67185C9217788CBCCF6,6,11,2020,5,15,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM754,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2019,8,20,INPUT,Sucrose,6.25,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM1647,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,4,24,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added + frames no. 21-30
CM823,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2019,8,14,INPUT,Sucrose,6.25,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM895,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,4,2020,4,17,CLINICAL SIGNS,,,,.,Dead colony,
CM833,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2019,9,4,INPUT,Sucrose,2.5,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM1228,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,6,3,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added + frames no. 31-40
CM846,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2019,9,4,INPUT,Sucrose,2.5,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM367,89D81AA2C010D67185C9217788CBCCF6,5,2,2019,3,14,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM852,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2019,8,28,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM1045,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,6,3,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added + frames no. 41-50
CM857,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2019,8,28,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM911,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,12,2020,6,3,CLINICAL SIGNS,,,,.,Spotty brood pattern,
CM864,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2019,8,28,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM461,5BC8557A401F84B44F1BF03B71F3CF7C,2,6,2019,8,16,INPUT,Super + 10 frames,2.3,G167A,Kilogram,No clinical signs,super added no frames just for the food bag to hang on
CM871,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2019,8,21,INPUT,Sucrose,2.5,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM637,89D81AA2C010D67185C9217788CBCCF6,5,3,2019,8,30,OUTPUT,Honey,14.5,G167A,Kilogram,No clinical signs,Honey suppers removed for honey collection
CM1157,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,8,27,INPUT,Sucrose,3,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM540,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2019,8,21,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM1198,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,8,27,INPUT,Sucrose,3,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM933,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,6,2020,6,26,CLINICAL SIGNS,,,,.,Slumped larvae,
CM1262,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,8,27,INPUT,Sucrose,3,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM755,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2019,8,20,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM1308,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,8,27,INPUT,Sucrose,3,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM376,89D81AA2C010D67185C9217788CBCCF6,5,6,2019,3,14,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM1352,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2020,8,27,INPUT,Sucrose,3,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM770,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2019,8,21,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM1377,5BC8557A401F84B44F1BF03B71F3CF7C,2,8,2020,8,27,INPUT,Sucrose,3,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM772,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,3,2020,1,21,CLINICAL SIGNS,,,,.,Dead colony,The hive was empty
CM1405,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2020,8,27,INPUT,Sucrose,3,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM868,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2019,8,21,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM1444,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2020,8,27,INPUT,Sucrose,5,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM1104,89D81AA2C010D67185C9217788CBCCF6,5,2,2020,5,22,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM1599,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,8,21,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM1199,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,8,27,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM1635,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,9,4,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM131,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,5,2019,8,30,INPUT,Sucrose,6.3,G167A,Kilogram,No clinical signs,ApiInvert
CM1699,5BC8557A401F84B44F1BF03B71F3CF7C,1,8,2020,8,31,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM1309,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,8,27,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM1709,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,8,27,INPUT,Sucrose,6,G167A,Kilogram,No clinical signs,sucrose added-ApiInvert
CM380,89D81AA2C010D67185C9217788CBCCF6,5,10,2019,3,14,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM776,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2019,6,4,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super + 10 frames added
CM1378,5BC8557A401F84B44F1BF03B71F3CF7C,2,8,2020,8,27,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM800,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2019,5,29,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super + 10 frames added (frames no. 21-30)
CM974,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,12,2020,8,17,INPUT,Sucrose,6.7,G167A,Kilogram,No clinical signs,ApiInvert
CM702,5BC8557A401F84B44F1BF03B71F3CF7C,1,4,2019,4,25,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added
CM1445,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2020,8,27,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM759,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2019,5,29,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added
CM1025,89D81AA2C010D67185C9217788CBCCF6,6,13,2020,7,10,OUTPUT,Honey,57.6,G167A,Kilogram,No clinical signs,Honey suppers removed for honey collection
CM1319,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2020,4,28,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added + 10 frames
CM1698,5BC8557A401F84B44F1BF03B71F3CF7C,1,8,2020,8,21,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM1573,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,4,24,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added + frames no. 1-10 app 5 kilo
CM985,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,12,2020,8,7,INPUT,Sucrose,6.5,G167A,Kilogram,No clinical signs,ApiInvert
CM1614,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,4,24,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,"""super added + frames no. 11-20 app 4	"""
CM1710,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,8,27,INPUT,Thymol,1,G133A,Piece,No clinical signs,thymol added
CM1168,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,4,28,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,super added + frames no. 21-30
CM384,89D81AA2C010D67185C9217788CBCCF6,6,5,2019,3,12,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM652,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2019,4,25,OTHER,,,,.,No clinical signs,39 dead bees in front of hive
CM1288,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,7,9,OTHER,,,,.,No clinical signs,103 dead bees in front of hive
CM656,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2019,6,24,OTHER,,,,.,No clinical signs,396 dead bees in front of hive
CM995,EAC7A9C9E5F667F3D1071B4DFBA72CF8,4,12,2020,9,1,INPUT,Sucrose,8.4,G167A,Kilogram,No clinical signs,ApiInvert
CM688,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2019,6,24,OTHER,,,,.,No clinical signs,405 dead bees in front of hive
CM724,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2019,4,25,OTHER,,,,.,No clinical signs,111 dead bees in front of hive
CM784,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2019,7,8,OTHER,,,,.,No clinical signs,441 dead bees in front of hive
CM643,89D81AA2C010D67185C9217788CBCCF6,6,4,2019,4,14,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM562,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2019,4,24,OTHER,,,,.,No clinical signs,46 dead bees in front of hive
CM1215,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2020,6,3,OTHER,,,,.,No clinical signs,119 dead bees in front of hive
CM452,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2019,7,8,OTHER,,,,.,No clinical signs,481 dead bees in front of hive
CM1527,89D81AA2C010D67185C9217788CBCCF6,6,18,2020,3,19,CLINICAL SIGNS,,,,.,Black shiny honey bees,
CM371,5BC8557A401F84B44F1BF03B71F3CF7C,1,2,2019,4,25,OTHER,,,,.,No clinical signs,52 dead bees in front of hive
CM1591,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,7,27,OTHER,,,,.,No clinical signs,126 dead bees in front of hive
CM791,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2019,5,14,OTHER,,,,.,No clinical signs,545 dead bees in front of hive
CM388,89D81AA2C010D67185C9217788CBCCF6,6,8,2019,4,13,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM1455,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,6,18,OTHER,,,,.,No clinical signs,565 dead bees in front of hive
CM1430,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2020,9,4,OTHER,,,,.,No clinical signs,1350 dead bees in front of hive
CM1280,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,6,3,OTHER,,,,.,No clinical signs,607 dead bees in front of hive
CM1792,89D81AA2C010D67185C9217788CBCCF6,6,13,2021,1,5,CLINICAL SIGNS,,,,.,Dead colony,Confirmed in 15.01.21
CM653,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2019,5,15,OTHER,,,,.,No clinical signs,63 dead bees in front of hive
CM710,5BC8557A401F84B44F1BF03B71F3CF7C,1,4,2019,6,24,OTHER,,,,.,No clinical signs,152 dead bees in front of hive
CM727,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2019,6,4,OTHER,,,,.,No clinical signs,658 dead bees in front of hive
CM1488,89D81AA2C010D67185C9217788CBCCF6,6,18,2020,7,10,OUTPUT,Honey,16.3,G167A,Kilogram,No clinical signs,Honey suppers removed for honey collection
CM1209,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2020,4,28,OTHER,,,,.,No clinical signs,67 dead bees in front of hive
CM314,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2019,5,14,OTHER,,,,.,No clinical signs,159 dead bees in front of hive
CM1577,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,4,24,OTHER,,,,.,No clinical signs,70 dead bees in front of hive
CM1798,89D81AA2C010D67185C9217788CBCCF6,6,12,2021,3,13,CLINICAL SIGNS,,,,.,Dead colony,Internal temperature became unstable in 6 of February
CM1231,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,6,22,OTHER,,,,.,No clinical signs,797 dead bees in front of hive
CM666,5BC8557A401F84B44F1BF03B71F3CF7C,1,2,2019,6,24,OTHER,,,,.,No clinical signs,169 dead bees in front of hive
CM1602,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,8,31,OTHER,,,,.,No clinical signs,900 dead bees in front of hive
CM400,89D81AA2C010D67185C9217788CBCCF6,5,2,2019,9,12,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM1650,5BC8557A401F84B44F1BF03B71F3CF7C,1,7,2020,5,13,OTHER,,,,.,No clinical signs,99 dead bees in front of hive
CM1463,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,7,27,OTHER,,,,.,No clinical signs,182 dead bees in front of hive
CM1335,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2020,7,9,INPUT,Super + 10 frames,4.9,G167A,Kilogram,No clinical signs,consists of one super with frames no. 21-30
CM545,89D81AA2C010D67185C9217788CBCCF6,6,7,2020,1,21,CLINICAL SIGNS,,,,.,Dead colony,
CM1609,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,9,23,INPUT,No input-output,2.7,G167A,Kilogram,No clinical signs,feeder and super removed app 2700 gram
CM1295,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,7,28,OTHER,,,,.,No clinical signs,200 dead bees in front of hive
CM529,5BC8557A401F84B44F1BF03B71F3CF7C,2,6,2019,9,4,OTHER,,,,.,No clinical signs,frame added as replacement for the molden one
CM1108,89D81AA2C010D67185C9217788CBCCF6,5,9,2020,5,22,OUTPUT,Amitraz,2,G133A,Piece,No clinical signs,Remove treatment (Apivar)- stripes
CM834,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2019,9,18,OTHER,,,,.,No clinical signs,"""lost queen but there is eggs and brood	"""
CM1016,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2020,4,22,OTHER,,,,.,No clinical signs,22 dead bees in front of hive
CM1721,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,4,7,OTHER,,,,.,No clinical signs,moved from winter location in Hinnerup to Foulum
CM1466,89D81AA2C010D67185C9217788CBCCF6,6,18,2020,9,7,CLINICAL SIGNS,,,,.,Dead colony,
CM1384,5BC8557A401F84B44F1BF03B71F3CF7C,2,8,2020,9,23,OTHER,,,,.,No clinical signs,"""new queen added	"""
CM675,5BC8557A401F84B44F1BF03B71F3CF7C,1,2,2019,8,20,OTHER,,,,.,No clinical signs,233 dead bees in front of hive
CM1265,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,8,21,OTHER,,,,.,No clinical signs,"""new queen from Sven Sejr. as we have found the old queen dead	"""
CM404,89D81AA2C010D67185C9217788CBCCF6,5,6,2019,9,12,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM1360,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2020,9,23,OTHER,,,,.,No clinical signs,"""new quen added	"""
CM729,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2019,6,24,OTHER,,,,.,No clinical signs,2476 dead bees in front of hive
CM176,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2019,7,29,OTHER,,,,.,No clinical signs,only few eggs
CM1034,89D81AA2C010D67185C9217788CBCCF6,6,15,2020,7,21,INPUT,Amitraz,2,G133A,Piece,No clinical signs,Apply Apivar treatment- stripes
CM808,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2019,7,8,OTHER,,,,.,No clinical signs,"""robery	"""
CM792,5BC8557A401F84B44F1BF03B71F3CF7C,2,3,2019,5,29,OTHER,,,,.,No clinical signs,261 dead bees in front of hive
CM1336,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2020,7,9,OTHER,,,,.,No clinical signs,"""super two with frames 10-17 + 7 +9"
CM317,89D81AA2C010D67185C9217788CBCCF6,6,3,2019,3,9,OUTPUT,No input-output,38,G133A,Piece,No clinical signs,Dead bees in the tray
CM1625,5BC8557A401F84B44F1BF03B71F3CF7C,1,6,2020,6,18,OTHER,,,,.,No clinical signs,unmarked queen observed and marked
CM692,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2019,7,11,OTHER,,,,.,No clinical signs,281 dead bees in front of hive
CM1148,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,8,18,OUTPUT,Food comb,12.07,G167A,Kilogram,No clinical signs,14 frames with honey and brood removed due to reduction
CM1436,89D81AA2C010D67185C9217788CBCCF6,6,11,2020,7,21,INPUT,Amitraz,2,G133A,Piece,No clinical signs,Apply Apivar treatment- stripes
CM437,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2019,8,8,OUTPUT,Live bees,300,G133A,Piece,No clinical signs,bees for varroa and 9 by 9 comb for virus
CM561,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2019,5,14,OTHER,,,,.,No clinical signs,291 dead bees in front of hive
CM1055,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,6,22,OUTPUT,Foundation comb,0.003,G167A,Kilogram,No clinical signs,burr comb removed
CM408,89D81AA2C010D67185C9217788CBCCF6,5,10,2019,9,12,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM1186,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2020,7,9,OUTPUT,Foundation comb,0.01,G167A,Kilogram,No clinical signs,burr comb removed
CM1046,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,6,3,OTHER,,,,.,No clinical signs,303 dead bees in front of hive
CM1247,5BC8557A401F84B44F1BF03B71F3CF7C,2,4,2020,7,9,OUTPUT,Foundation comb,0.055,G167A,Kilogram,No clinical signs,burr comb removed
CM1492,89D81AA2C010D67185C9217788CBCCF6,6,17,2020,7,21,INPUT,Amitraz,2,G133A,Piece,No clinical signs,Apply Apivar treatment- stripes
CM1286,5BC8557A401F84B44F1BF03B71F3CF7C,2,5,2020,6,22,OUTPUT,Foundation comb,0.02,G167A,Kilogram,No clinical signs,burr comb removed
CM785,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2019,7,29,OTHER,,,,.,No clinical signs,321 dead bees in front of hive
CM1327,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2020,6,3,OUTPUT,Foundation comb,0.085,G167A,Kilogram,No clinical signs,burr comb removed
CM471,89D81AA2C010D67185C9217788CBCCF6,6,4,2019,9,11,INPUT,Thymol,1,G133A,Piece,No clinical signs,Apply Apiguard- treatment tray
CM1354,5BC8557A401F84B44F1BF03B71F3CF7C,2,7,2020,9,3,OUTPUT,Foundation comb,0.085,G167A,Kilogram,No clinical signs,burr comb removed
CM787,5BC8557A401F84B44F1BF03B71F3CF7C,2,2,2019,6,18,OTHER,,,,.,No clinical signs,333 dead bees in front of hive
CM1394,5BC8557A401F84B44F1BF03B71F3CF7C,2,9,2020,6,23,OUTPUT,Foundation comb,0.03,G167A,Kilogram,No clinical signs,burr comb removed
CM1125,89D81AA2C010D67185C9217788CBCCF6,5,7,2020,8,24,INPUT,Amitraz,2,G133A,Piece,No clinical signs,Apply Apivar treatment- stripes
CM1421,5BC8557A401F84B44F1BF03B71F3CF7C,1,1,2020,6,19,OUTPUT,Foundation comb,0.01015,G167A,Kilogram,No clinical signs,burr comb removed
CM1043,5BC8557A401F84B44F1BF03B71F3CF7C,2,1,2020,5,14,OTHER,,,,.,No clinical signs,352 dead bees in front of hive
CM1561,5BC8557A401F84B44F1BF03B71F3CF7C,1,3,2020,6,2,OUTPUT,Foundation comb,0.15,G167A,Kilogram,No clinical signs,burr comb removed
CM414,89D81AA2C010D67185C9217788CBCCF6,6,4,2019,9,10,SAMPLE,,,,.,No clinical signs,Collect beebread and nectar samples
CM1592,5BC8557A401F84B44F1BF03B71F3CF7C,1,5,2020,7,27,OUTPUT,Foundation comb,0.095,G167A,Kilogram,No clinical signs,burr comb removed
